accident_id,latitude,longitude,date_time,road_segment_id,road_name,accident_severity,weather_condition,time_of_day,traffic_density,road_type,num_lanes,has_intersection,has_curve,is_peak_hour,risk_score
187,18.696673,79.352657,2024-04-17 17:13:53,RS_033,Godavarikhani Road,Medium,Rain,Evening,Low,Arterial,2,False,False,False,0.43
188,18.606105,79.339217,2024-04-19 11:38:05,RS_015,SH-1 Peddapalli-Karimnagar,Low,Clear,Morning,High,Highway,4,False,False,False,0.2734
189,18.741435,79.430381,2024-04-22 04:18:29,RS_036,Godavarikhani Road,High,Clear,Night,Medium,Arterial,2,True,False,False,0.434
190,18.675802,79.57451,2024-04-23 12:47:13,RS_052,Manthani Road,Low,Rain,Afternoon,Low,Arterial,2,False,True,False,0.347
191,18.746887,79.53909,2024-04-27 06:02:15,RS_010,Rajiv Highway (SH-1),High,Clear,Morning,Medium,Highway,4,False,False,False,0.5704
192,18.619324,79.392902,2024-04-27 08:53:18,RS_045,Manthani Road,High,Clear,Morning,High,Arterial,2,True,True,True,0.4308
193,18.715477,79.375619,2024-04-28 19:23:39,RS_034,Godavarikhani Road,Medium,Clear,Evening,High,Arterial,2,False,False,True,0.4956
194,18.608724,79.358752,2024-04-30 19:09:43,RS_014,SH-1 Peddapalli-Karimnagar,High,Clear,Evening,Low,Highway,4,False,True,False,0.4831
195,18.749524,79.534611,2024-05-02 18:28:19,RS_010,Rajiv Highway (SH-1),Low,Clear,Evening,High,Highway,4,False,False,True,0.645
196,18.76183,79.466854,2024-05-06 22:34:43,RS_038,Ramagundam Road,High,Clear,Night,Medium,Arterial,3,False,True,False,0.484
197,18.586269,79.265765,2024-05-13 05:31:18,RS_017,SH-1 Peddapalli-Karimnagar,High,Clear,Night,Medium,Highway,4,False,False,False,0.4463
198,18.693427,79.355496,2024-05-13 20:12:33,RS_033,Godavarikhani Road,Low,Rain,Evening,Medium,Arterial,2,False,False,False,0.4661
199,18.739338,79.530566,2024-05-14 03:14:54,RS_009,Rajiv Highway (SH-1),Medium,Fog,Night,Low,Highway,4,False,False,False,0.6407
200,18.756499,79.515623,2024-05-14 16:41:22,RS_011,Rajiv Highway (SH-1),High,Rain,Afternoon,Medium,Highway,4,True,True,False,0.8182
201,18.681426,79.421204,2024-05-18 14:27:09,RS_004,Rajiv Highway (SH-1),Medium,Rain,Afternoon,Medium,Highway,6,True,False,True,0.5944
202,18.560513,79.294313,2024-05-19 20:20:11,RS_056,Dharmaram Road,Medium,Heavy Rain,Evening,Low,Local,2,False,True,True,0.535
203,18.605705,79.357335,2024-05-28 06:58:07,RS_059,Peddapalli Ring Road,Low,Clear,Morning,Medium,Arterial,4,False,False,False,0.1574
204,18.780651,79.451094,2024-05-31 14:28:21,RS_013,Rajiv Highway (SH-1),High,Rain,Afternoon,High,Highway,6,True,False,False,0.7357
205,18.619581,79.391093,2024-06-01 11:07:33,RS_045,Manthani Road,Medium,Rain,Morning,High,Arterial,2,True,True,True,0.5829
206,18.618053,79.382497,2024-06-01 18:38:57,RS_026,SH-7,Medium,Fog,Evening,Medium,Highway,4,True,False,True,0.604
207,18.624861,79.371953,2024-06-04 08:58:53,RS_026,SH-7,High,Rain,Morning,High,Highway,4,True,False,True,0.5401
208,18.609677,79.35724,2024-06-06 01:22:51,RS_014,SH-1 Peddapalli-Karimnagar,Medium,Clear,Night,Low,Highway,4,False,True,False,0.3723
209,18.576868,79.229931,2024-06-08 20:54:58,RS_018,SH-1 Peddapalli-Karimnagar,Low,Rain,Evening,Low,Highway,4,False,False,True,0.5431
210,18.777024,79.452552,2024-06-09 12:54:21,RS_039,Ramagundam Road,Medium,Rain,Afternoon,High,Arterial,3,False,True,False,0.5303
211,18.631732,79.393357,2024-06-10 13:12:38,RS_001,Rajiv Highway (SH-1),Low,Rain,Afternoon,Medium,Highway,6,False,True,False,0.5374
212,18.697061,79.44619,2024-06-12 14:46:55,RS_005,Rajiv Highway (SH-1),High,Rain,Afternoon,Medium,Highway,4,False,False,False,0.6126
213,18.77071,79.457198,2024-06-14 12:35:57,RS_039,Ramagundam Road,High,Clear,Afternoon,Low,Arterial,3,False,True,False,0.2329
214,18.583544,79.329397,2024-06-14 20:06:27,RS_054,Dharmaram Road,Medium,Clear,Evening,Low,Local,2,False,False,False,0.1583
215,18.699106,79.44469,2024-06-16 20:17:53,RS_005,Rajiv Highway (SH-1),High,Clear,Evening,High,Highway,4,False,False,True,0.5449
216,18.738718,79.532859,2024-06-18 05:29:17,RS_009,Rajiv Highway (SH-1),High,Rain,Night,Low,Highway,4,False,False,False,0.6888
217,18.538879,79.264293,2024-06-18 10:37:19,RS_057,Dharmaram Road,Low,Clear,Morning,Medium,Local,2,False,True,True,0.3245
218,18.725324,79.496363,2024-06-22 06:52:45,RS_008,Rajiv Highway (SH-1),Medium,Heavy Rain,Morning,Medium,Highway,5,True,False,False,0.7737
219,18.617461,79.385462,2024-06-23 18:29:07,RS_001,Rajiv Highway (SH-1),Medium,Rain,Evening,Medium,Highway,6,False,True,False,0.6053
220,18.632641,79.390495,2024-06-28 18:20:45,RS_061,Peddapalli North Link,High,Rain,Evening,Medium,Arterial,2,True,True,True,0.6334
221,18.589553,79.335084,2024-07-03 23:03:18,RS_054,Dharmaram Road,Medium,Heavy Rain,Night,Low,Local,2,False,False,False,0.3681
222,18.695353,79.441265,2024-07-04 14:25:29,RS_005,Rajiv Highway (SH-1),Low,Clear,Afternoon,High,Highway,4,False,False,False,0.348
223,18.714375,79.379825,2024-07-08 17:18:39,RS_034,Godavarikhani Road,Low,Clear,Evening,Low,Arterial,2,False,False,True,0.3666
224,18.630489,79.361838,2024-07-10 14:01:11,RS_027,SH-7,Low,Rain,Afternoon,Low,Highway,4,False,False,False,0.3134
225,18.564988,79.229801,2024-07-13 15:32:25,RS_025,Karimnagar-Peddapalli Bypass,Low,Rain,Afternoon,Low,Highway,4,True,False,False,0.4396
226,18.711987,79.373791,2024-07-22 14:34:07,RS_034,Godavarikhani Road,Medium,Clear,Afternoon,Medium,Arterial,2,False,False,False,0.3068
227,18.651603,79.393106,2024-07-22 15:03:36,RS_031,Godavarikhani Road,Low,Rain,Afternoon,Low,Arterial,2,True,False,False,0.4439
228,18.603961,79.317873,2024-07-22 22:58:52,RS_015,SH-1 Peddapalli-Karimnagar,Low,Rain,Night,High,Highway,4,False,False,False,0.4298
229,18.740441,79.425765,2024-07-27 00:04:19,RS_036,Godavarikhani Road,Medium,Rain,Night,Medium,Arterial,2,True,False,False,0.4601
230,18.649586,79.401595,2024-07-27 19:47:39,RS_002,Rajiv Highway (SH-1),High,Clear,Evening,Medium,Highway,4,False,False,True,0.4212
231,18.650953,79.338995,2024-07-30 02:24:43,RS_028,SH-7,Low,Clear,Night,Low,Highway,4,True,True,False,0.5058
232,18.559443,79.20759,2024-08-06 17:37:44,RS_025,Karimnagar-Peddapalli Bypass,Medium,Rain,Evening,Low,Highway,4,True,False,False,0.5085
233,18.696378,79.445246,2024-08-08 22:43:29,RS_005,Rajiv Highway (SH-1),Medium,Rain,Night,High,Highway,4,False,False,False,0.459
234,18.766054,79.464221,2024-08-13 17:36:44,RS_038,Ramagundam Road,Medium,Clear,Evening,Low,Arterial,3,False,True,True,0.48
235,18.652165,79.403554,2024-08-14 20:32:38,RS_002,Rajiv Highway (SH-1),Low,Heavy Rain,Evening,High,Highway,4,False,False,True,0.6862
236,18.632349,79.393731,2024-08-15 18:31:02,RS_001,Rajiv Highway (SH-1),Medium,Rain,Evening,High,Highway,6,False,True,True,0.7083
237,18.651098,79.339683,2024-08-17 06:35:51,RS_028,SH-7,Medium,Heavy Rain,Morning,Medium,Highway,4,True,True,False,0.5391
238,18.61876,79.383264,2024-08-17 10:15:40,RS_060,Peddapalli North Link,Low,Clear,Morning,Medium,Arterial,2,False,False,False,0.1912
239,18.733837,79.511168,2024-08-17 21:51:20,RS_043,Basanthnagar Road,Medium,Rain,Night,Low,Arterial,2,False,False,False,0.488
240,18.67935,79.422819,2024-08-18 17:26:26,RS_004,Rajiv Highway (SH-1),Low,Rain,Evening,Medium,Highway,6,True,False,True,0.5881
241,18.562262,79.211665,2024-08-21 17:46:57,RS_025,Karimnagar-Peddapalli Bypass,Low,Clear,Evening,High,Highway,4,True,False,True,0.5258
242,18.676292,79.37103,2024-08-23 11:31:23,RS_032,Godavarikhani Road,High,Clear,Morning,Medium,Arterial,2,True,False,False,0.4223
243,18.688466,79.358471,2024-08-26 18:21:46,RS_033,Godavarikhani Road,Medium,Rain,Evening,Medium,Arterial,2,False,False,False,0.4345
244,18.765257,79.492305,2024-08-26 21:15:37,RS_012,Rajiv Highway (SH-1),Medium,Rain,Night,Medium,Highway,5,False,False,False,0.6373
245,18.609286,79.37037,2024-08-28 17:54:56,RS_058,Peddapalli Ring Road,Low,Heavy Rain,Evening,Low,Arterial,4,False,False,False,0.3676
246,18.614145,79.365381,2024-09-04 17:41:27,RS_014,SH-1 Peddapalli-Karimnagar,Low,Rain,Evening,Medium,Highway,4,False,True,True,0.5653
247,18.7044,79.451628,2024-09-07 19:52:11,RS_005,Rajiv Highway (SH-1),Medium,Rain,Evening,Medium,Highway,4,False,False,True,0.4836
248,18.617849,79.390731,2024-09-08 06:29:58,RS_045,Manthani Road,Medium,Heavy Rain,Morning,Medium,Arterial,2,True,True,True,0.6284
249,18.693236,79.437145,2024-09-09 20:11:23,RS_004,Rajiv Highway (SH-1),High,Rain,Evening,Medium,Highway,6,True,False,True,0.619
250,18.653121,79.38521,2024-09-14 06:24:16,RS_031,Godavarikhani Road,Low,Heavy Rain,Morning,Medium,Arterial,2,True,False,False,0.5687
251,18.630343,79.362416,2024-09-14 17:37:37,RS_027,SH-7,Low,Rain,Evening,High,Highway,4,False,False,True,0.6821
252,18.575808,79.231008,2024-09-14 17:49:52,RS_018,SH-1 Peddapalli-Karimnagar,Low,Rain,Evening,Medium,Highway,4,False,False,True,0.5389
253,18.571844,79.248284,2024-09-24 21:32:50,RS_024,Karimnagar-Peddapalli Bypass,Medium,Rain,Night,Low,Highway,6,False,False,False,0.5351
254,18.614807,79.384543,2024-09-25 22:07:41,RS_045,Manthani Road,Medium,Clear,Night,Medium,Arterial,2,True,True,False,0.4286
255,18.54833,79.277037,2024-09-27 08:15:16,RS_057,Dharmaram Road,Medium,Rain,Morning,Medium,Local,2,False,True,False,0.3496
256,18.743742,79.49578,2024-09-28 08:41:04,RS_042,Basanthnagar Road,Medium,Fog,Morning,Medium,Arterial,2,False,True,True,0.5765
257,18.774918,79.464403,2024-09-28 10:42:04,RS_013,Rajiv Highway (SH-1),Medium,Rain,Morning,High,Highway,6,True,False,True,0.8518
258,18.596874,79.320186,2024-09-28 23:00:30,RS_021,Karimnagar-Peddapalli Bypass,Medium,Rain,Night,Medium,Highway,6,False,True,False,0.6101
259,18.670702,79.569637,2024-10-02 12:33:52,RS_052,Manthani Road,Low,Clear,Afternoon,Low,Arterial,2,False,True,False,0.3355
260,18.675097,79.337771,2024-10-03 07:18:07,RS_029,SH-7,Low,Clear,Morning,Medium,Highway,4,False,False,False,0.2433
261,18.736786,79.524483,2024-10-03 23:35:55,RS_009,Rajiv Highway (SH-1),High,Clear,Night,Medium,Highway,4,False,False,False,0.6896
262,18.776733,79.459557,2024-10-05 03:07:18,RS_013,Rajiv Highway (SH-1),High,Clear,Night,Medium,Highway,6,True,False,False,0.6642
263,18.661204,79.536406,2024-10-05 06:25:32,RS_051,Manthani Road,Medium,Clear,Morning,Medium,Arterial,2,True,False,False,0.3083
264,18.677192,79.581158,2024-10-07 18:17:05,RS_052,Manthani Road,Low,Clear,Evening,Medium,Arterial,2,False,True,True,0.4953
265,18.774562,79.467357,2024-10-08 12:36:23,RS_013,Rajiv Highway (SH-1),Low,Fog,Afternoon,High,Highway,6,True,False,True,0.6714
266,18.602576,79.321456,2024-10-11 02:59:36,RS_015,SH-1 Peddapalli-Karimnagar,Low,Clear,Night,Low,Highway,4,False,False,False,0.405
267,18.58301,79.245416,2024-10-14 07:45:17,RS_017,SH-1 Peddapalli-Karimnagar,Medium,Clear,Morning,High,Highway,4,False,False,True,0.3333
268,18.580124,79.239193,2024-10-20 05:41:06,RS_018,SH-1 Peddapalli-Karimnagar,High,Clear,Night,High,Highway,4,False,False,True,0.527
269,18.651507,79.508786,2024-10-21 19:12:24,RS_050,Manthani Road,Low,Clear,Evening,Low,Arterial,2,False,False,False,0.2608
270,18.686911,79.43251,2024-10-22 18:58:54,RS_004,Rajiv Highway (SH-1),Medium,Clear,Evening,Medium,Highway,6,True,False,True,0.4735
271,18.669506,79.413721,2024-10-23 20:02:46,RS_003,Rajiv Highway (SH-1),High,Clear,Evening,Medium,Highway,6,False,False,False,0.3533
272,18.581812,79.24398,2024-11-05 17:19:42,RS_018,SH-1 Peddapalli-Karimnagar,Low,Clear,Evening,Medium,Highway,4,False,False,False,0.3293
273,18.768838,79.481829,2024-11-07 19:39:51,RS_012,Rajiv Highway (SH-1),Medium,Clear,Evening,Medium,Highway,5,False,False,False,0.4933
274,18.619536,79.387888,2024-11-08 15:46:10,RS_045,Manthani Road,High,Rain,Afternoon,High,Arterial,2,True,True,False,0.4733
275,18.63313,79.452576,2024-11-09 21:45:35,RS_048,Manthani Road,High,Fog,Night,High,Arterial,2,False,True,False,0.6318
276,18.697077,79.446144,2024-11-11 14:39:01,RS_005,Rajiv Highway (SH-1),Medium,Clear,Afternoon,High,Highway,4,False,False,False,0.3708
277,18.72455,79.493564,2024-11-11 17:40:38,RS_007,Rajiv Highway (SH-1),Medium,Fog,Evening,Medium,Highway,6,False,False,False,0.6759
278,18.712389,79.461369,2024-11-13 19:23:58,RS_006,Rajiv Highway (SH-1),Medium,Rain,Evening,Medium,Highway,6,False,True,True,0.6746
279,18.625417,79.405772,2024-11-14 01:26:55,RS_046,Manthani Road,Low,Clear,Night,Low,Arterial,2,False,True,False,0.3053
280,18.586261,79.24791,2024-11-16 23:58:08,RS_017,SH-1 Peddapalli-Karimnagar,High,Rain,Night,Low,Highway,4,False,False,False,0.4339
281,18.712379,79.463373,2024-11-20 10:09:04,RS_006,Rajiv Highway (SH-1),Medium,Clear,Morning,High,Highway,6,False,True,True,0.5663
282,18.656732,79.332599,2024-11-27 07:25:44,RS_028,SH-7,Medium,Fog,Morning,High,Highway,4,True,True,True,0.6485
283,18.546091,79.274302,2024-11-28 09:05:58,RS_057,Dharmaram Road,Medium,Heavy Rain,Morning,Low,Local,2,False,True,True,0.4928
284,18.752481,79.527489,2024-11-28 15:57:53,RS_010,Rajiv Highway (SH-1),Medium,Clear,Afternoon,High,Highway,4,False,False,True,0.5309
285,18.754075,79.481803,2024-11-29 14:35:35,RS_041,Basanthnagar Road,Low,Fog,Afternoon,Low,Arterial,2,True,False,False,0.3915
286,18.654741,79.518086,2024-11-30 06:08:46,RS_050,Manthani Road,Medium,Clear,Morning,Medium,Arterial,2,False,False,True,0.3579
287,18.750545,79.451811,2024-11-30 16:43:39,RS_037,Godavarikhani Road,Medium,Fog,Afternoon,High,Arterial,4,False,False,True,0.5174
288,18.737614,79.514248,2024-12-04 07:08:49,RS_043,Basanthnagar Road,Low,Clear,Morning,Low,Arterial,2,False,False,False,0.3877
289,18.580527,79.263012,2024-12-06 20:46:11,RS_023,Karimnagar-Peddapalli Bypass,Low,Clear,Evening,Medium,Highway,5,False,False,False,0.3888
290,18.749238,79.482266,2024-12-11 03:00:33,RS_041,Basanthnagar Road,Medium,Fog,Night,Medium,Arterial,2,True,False,False,0.5393
291,18.583678,79.275885,2024-12-16 11:13:30,RS_023,Karimnagar-Peddapalli Bypass,High,Fog,Morning,High,Highway,5,False,False,True,0.4548
292,18.591952,79.304995,2024-12-16 21:01:42,RS_021,Karimnagar-Peddapalli Bypass,Medium,Clear,Night,Low,Highway,6,False,True,False,0.34
293,18.663562,79.411779,2024-12-22 22:39:52,RS_003,Rajiv Highway (SH-1),High,Fog,Night,Medium,Highway,6,False,False,False,0.5311
294,18.599205,79.326243,2024-12-25 07:59:20,RS_021,Karimnagar-Peddapalli Bypass,Medium,Fog,Morning,Medium,Highway,6,False,True,False,0.4729
295,18.687895,79.360673,2024-12-25 20:37:06,RS_033,Godavarikhani Road,High,Clear,Evening,High,Arterial,2,False,False,True,0.3371
296,18.744421,79.545785,2024-12-26 12:05:25,RS_009,Rajiv Highway (SH-1),Medium,Rain,Afternoon,High,Highway,4,False,False,False,0.7275
297,18.585979,79.250331,2024-12-28 10:47:56,RS_017,SH-1 Peddapalli-Karimnagar,Medium,Fog,Morning,Medium,Highway,4,False,False,True,0.5243
298,18.674616,79.571211,2024-12-28 23:10:04,RS_052,Manthani Road,Medium,Clear,Night,Medium,Arterial,2,False,True,False,0.3698
299,18.761336,79.496737,2024-12-31 14:16:47,RS_012,Rajiv Highway (SH-1),Medium,Clear,Afternoon,High,Highway,5,False,False,True,0.5846
300,18.735595,79.52104,2025-01-07 18:46:03,RS_009,Rajiv Highway (SH-1),High,Clear,Evening,Low,Highway,4,False,False,True,0.7081
301,18.744518,79.437395,2025-01-08 08:20:18,RS_036,Godavarikhani Road,Low,Rain,Morning,High,Arterial,2,True,False,False,0.4415
302,18.601717,79.313451,2025-01-16 17:45:54,RS_016,SH-1 Peddapalli-Karimnagar,Low,Fog,Evening,Low,Highway,4,False,False,True,0.5351
303,18.550145,79.281004,2025-01-19 17:07:53,RS_056,Dharmaram Road,Low,Clear,Evening,Low,Local,2,False,True,False,0.2484
304,18.757697,79.467797,2025-01-20 09:28:02,RS_037,Godavarikhani Road,Low,Heavy Rain,Morning,Medium,Arterial,4,False,False,True,0.5248
305,18.675807,79.33856,2025-01-22 23:41:31,RS_029,SH-7,Medium,Clear,Night,Medium,Highway,4,False,False,False,0.3056
306,18.775324,79.455164,2025-01-23 21:06:40,RS_039,Ramagundam Road,Low,Fog,Night,Medium,Arterial,3,False,True,False,0.4979
307,18.621631,79.384798,2025-01-25 02:54:50,RS_001,Rajiv Highway (SH-1),High,Clear,Night,Medium,Highway,6,False,True,False,0.5739
308,18.759783,79.479502,2025-01-28 11:05:46,RS_041,Basanthnagar Road,Medium,Clear,Morning,Medium,Arterial,2,True,False,False,0.2543
309,18.683325,79.425236,2025-01-31 10:14:01,RS_004,Rajiv Highway (SH-1),High,Clear,Morning,Low,Highway,6,True,False,True,0.4753
310,18.675686,79.338294,2025-02-08 22:56:02,RS_029,SH-7,Low,Clear,Night,Medium,Highway,4,False,False,True,0.4496
311,18.62652,79.415369,2025-02-13 09:47:41,RS_046,Manthani Road,Low,Clear,Morning,Medium,Arterial,2,False,True,True,0.3639
312,18.77807,79.453489,2025-02-22 18:17:25,RS_013,Rajiv Highway (SH-1),Medium,Fog,Evening,High,Highway,6,True,False,False,0.7336
313,18.741443,79.499375,2025-02-23 20:05:22,RS_042,Basanthnagar Road,Medium,Clear,Evening,Low,Arterial,2,False,True,True,0.5001
314,18.766623,79.463189,2025-02-24 18:20:54,RS_040,Basanthnagar Road,Low,Clear,Evening,Low,Arterial,2,False,False,True,0.3314
315,18.777293,79.455122,2025-02-24 21:23:18,RS_039,Ramagundam Road,Medium,Clear,Night,Medium,Arterial,3,False,True,False,0.4011
316,18.593665,79.342853,2025-02-26 17:28:58,RS_053,Dharmaram Road,Low,Clear,Evening,Low,Local,2,True,True,False,0.3059
317,18.615992,79.385262,2025-02-28 16:39:44,RS_060,Peddapalli North Link,Low,Clear,Afternoon,Low,Arterial,2,False,False,False,0.2068
318,18.622169,79.398218,2025-02-28 21:46:52,RS_045,Manthani Road,Medium,Rain,Night,Low,Arterial,2,True,True,False,0.5226
319,18.608068,79.36341,2025-03-03 22:39:18,RS_059,Peddapalli Ring Road,Medium,Clear,Night,High,Arterial,4,False,False,False,0.2606
320,18.610649,79.357432,2025-03-04 20:27:11,RS_014,SH-1 Peddapalli-Karimnagar,High,Clear,Evening,Medium,Highway,4,False,True,True,0.4411
321,18.564836,79.216112,2025-03-05 16:08:03,RS_025,Karimnagar-Peddapalli Bypass,High,Clear,Afternoon,Medium,Highway,4,True,False,False,0.2792
322,18.601008,79.351135,2025-03-05 23:14:29,RS_053,Dharmaram Road,Medium,Clear,Night,Low,Local,2,True,True,False,0.4853
323,18.649653,79.393494,2025-03-12 03:55:18,RS_031,Godavarikhani Road,Low,Heavy Rain,Night,Low,Arterial,2,True,False,False,0.4674
324,18.628168,79.422597,2025-03-15 10:32:33,RS_046,Manthani Road,Medium,Clear,Morning,Medium,Arterial,2,False,True,False,0.3583
325,18.629542,79.429982,2025-03-17 04:27:40,RS_047,Manthani Road,Low,Clear,Night,High,Arterial,2,False,False,False,0.3798
326,18.659359,79.41065,2025-03-20 14:37:34,RS_003,Rajiv Highway (SH-1),Medium,Clear,Afternoon,Medium,Highway,6,False,False,False,0.44
327,18.571757,79.317238,2025-03-22 04:27:19,RS_055,Dharmaram Road,High,Clear,Night,Low,Local,2,False,True,False,0.3548
328,18.731884,79.408029,2025-03-24 23:03:48,RS_035,Godavarikhani Road,Medium,Clear,Night,Low,Arterial,3,False,False,True,0.4247
329,18.694328,79.440422,2025-03-25 07:56:53,RS_005,Rajiv Highway (SH-1),Low,Fog,Morning,Low,Highway,4,False,False,True,0.4381
330,18.690263,79.436688,2025-03-26 18:42:55,RS_004,Rajiv Highway (SH-1),Medium,Rain,Evening,Medium,Highway,6,True,False,True,0.565
331,18.606927,79.366038,2025-03-28 05:25:37,RS_059,Peddapalli Ring Road,Low,Fog,Night,Low,Arterial,4,False,False,False,0.3964
332,18.681897,79.420633,2025-03-28 18:35:47,RS_004,Rajiv Highway (SH-1),High,Clear,Evening,High,Highway,6,True,False,True,0.5051
333,18.767017,79.46291,2025-04-10 22:17:20,RS_038,Ramagundam Road,Medium,Clear,Night,Low,Arterial,3,False,True,False,0.3571
334,18.628215,79.415632,2025-04-11 01:26:56,RS_046,Manthani Road,Low,Rain,Night,High,Arterial,2,False,True,False,0.4385
335,18.597553,79.285286,2025-04-13 17:19:44,RS_016,SH-1 Peddapalli-Karimnagar,Low,Clear,Evening,High,Highway,4,False,False,True,0.3653
336,18.702955,79.453048,2025-04-17 04:25:33,RS_005,Rajiv Highway (SH-1),Medium,Clear,Night,High,Highway,4,False,False,False,0.3335
337,18.56604,79.218043,2025-04-18 06:56:27,RS_019,SH-1 Peddapalli-Karimnagar,Low,Clear,Morning,Medium,Highway,4,False,True,False,0.3053
338,18.607913,79.365186,2025-04-19 18:44:34,RS_059,Peddapalli Ring Road,Medium,Fog,Evening,Medium,Arterial,4,False,False,True,0.4589
339,18.703695,79.454945,2025-04-21 02:31:57,RS_006,Rajiv Highway (SH-1),High,Heavy Rain,Night,High,Highway,6,False,True,False,0.5538
340,18.615827,79.386528,2025-04-22 12:48:22,RS_045,Manthani Road,High,Clear,Afternoon,Medium,Arterial,2,True,True,False,0.427
341,18.663618,79.330674,2025-04-25 15:23:11,RS_029,SH-7,Low,Clear,Afternoon,Low,Highway,4,False,False,False,0.2784
342,18.740713,79.536468,2025-04-27 05:29:45,RS_009,Rajiv Highway (SH-1),High,Clear,Night,Medium,Highway,4,False,False,False,0.5536
343,18.549717,79.285338,2025-04-29 11:12:18,RS_056,Dharmaram Road,Low,Rain,Morning,High,Local,2,False,True,True,0.3756
344,18.701422,79.34923,2025-05-02 19:42:04,RS_030,SH-7,Medium,Clear,Evening,Low,Highway,4,False,False,True,0.4594
345,18.76563,79.468369,2025-05-04 17:05:59,RS_040,Basanthnagar Road,Low,Clear,Evening,Low,Arterial,2,False,False,False,0.3793
346,18.605621,79.342383,2025-05-05 19:48:52,RS_015,SH-1 Peddapalli-Karimnagar,Medium,Clear,Evening,High,Highway,4,False,False,True,0.374
347,18.761737,79.498125,2025-05-06 07:27:32,RS_011,Rajiv Highway (SH-1),Low,Clear,Morning,Low,Highway,4,True,True,False,0.7664
348,18.710487,79.3691,2025-05-06 15:56:14,RS_034,Godavarikhani Road,Medium,Rain,Afternoon,Medium,Arterial,2,False,False,False,0.4346
349,18.631105,79.388953,2025-05-07 15:58:55,RS_001,Rajiv Highway (SH-1),Medium,Clear,Afternoon,High,Highway,6,False,True,True,0.5755
350,18.751389,79.521464,2025-05-09 20:18:09,RS_011,Rajiv Highway (SH-1),High,Fog,Evening,Medium,Highway,4,True,True,True,0.95
351,18.536137,79.262676,2025-05-09 22:06:55,RS_057,Dharmaram Road,Low,Clear,Night,Low,Local,2,False,True,True,0.2412
352,18.62898,79.367841,2025-05-13 05:26:31,RS_026,SH-7,Low,Clear,Night,Low,Highway,4,True,False,False,0.3707
353,18.772722,79.467682,2025-05-17 22:46:12,RS_013,Rajiv Highway (SH-1),High,Rain,Night,Medium,Highway,6,True,False,True,0.8616
354,18.711023,79.372232,2025-05-22 19:43:06,RS_034,Godavarikhani Road,Low,Clear,Evening,Medium,Arterial,2,False,False,True,0.4909
355,18.648292,79.391856,2025-05-24 07:07:35,RS_031,Godavarikhani Road,High,Fog,Morning,Medium,Arterial,2,True,False,False,0.4427
356,18.671169,79.413238,2025-05-26 19:58:22,RS_003,Rajiv Highway (SH-1),Low,Clear,Evening,Medium,Highway,6,False,False,True,0.3553
357,18.689662,79.432891,2025-05-31 04:03:43,RS_004,Rajiv Highway (SH-1),Medium,Clear,Night,Medium,Highway,6,True,False,True,0.6222
358,18.602286,79.343725,2025-05-31 18:40:36,RS_020,Karimnagar-Peddapalli Bypass,Low,Clear,Evening,Medium,Highway,6,False,False,True,0.3847
359,18.702407,79.45641,2025-06-07 07:33:25,RS_006,Rajiv Highway (SH-1),Low,Clear,Morning,Medium,Highway,6,False,True,False,0.4342
360,18.575726,79.256048,2025-06-10 11:32:00,RS_023,Karimnagar-Peddapalli Bypass,Low,Rain,Morning,High,Highway,5,False,False,True,0.4835
361,18.723862,79.390386,2025-06-13 14:52:50,RS_035,Godavarikhani Road,Medium,Rain,Afternoon,Low,Arterial,3,False,False,False,0.4603
362,18.610649,79.365849,2025-06-19 08:20:47,RS_014,SH-1 Peddapalli-Karimnagar,High,Rain,Morning,Medium,Highway,4,False,True,True,0.5474
363,18.746498,79.492031,2025-06-24 11:32:16,RS_042,Basanthnagar Road,High,Fog,Morning,Medium,Arterial,2,False,True,True,0.537
364,18.737588,79.519964,2025-06-30 18:28:34,RS_043,Basanthnagar Road,High,Rain,Evening,Medium,Arterial,2,False,False,True,0.4618
365,18.740522,79.527572,2025-07-01 12:59:03,RS_044,Basanthnagar Road,Low,Clear,Afternoon,Low,Arterial,2,False,False,False,0.2482
366,18.768683,79.462738,2025-07-01 20:13:55,RS_038,Ramagundam Road,High,Rain,Evening,Low,Arterial,3,False,True,False,0.4591
367,18.698606,79.353685,2025-07-02 22:10:39,RS_033,Godavarikhani Road,Low,Rain,Night,Low,Arterial,2,False,False,False,0.4457
368,18.764061,79.467447,2025-07-03 14:08:11,RS_038,Ramagundam Road,High,Fog,Afternoon,High,Arterial,3,False,True,False,0.5904
369,18.741135,79.498265,2025-07-05 08:34:57,RS_042,Basanthnagar Road,High,Clear,Morning,Medium,Arterial,2,False,True,False,0.4042
370,18.59746,79.330873,2025-07-05 09:52:33,RS_020,Karimnagar-Peddapalli Bypass,Medium,Clear,Morning,Medium,Highway,6,False,False,True,0.2792
371,18.743201,79.433778,2025-07-09 21:17:56,RS_036,Godavarikhani Road,Medium,Clear,Night,Medium,Arterial,2,True,False,False,0.4442
372,18.738856,79.531854,2025-07-11 08:45:18,RS_009,Rajiv Highway (SH-1),Medium,Rain,Morning,Medium,Highway,4,False,False,False,0.6082
373,18.57183,79.245646,2025-07-11 23:22:22,RS_024,Karimnagar-Peddapalli Bypass,Medium,Rain,Night,High,Highway,6,False,False,False,0.5474
374,18.563283,79.224732,2025-07-14 01:34:16,RS_025,Karimnagar-Peddapalli Bypass,High,Clear,Night,Low,Highway,4,True,False,False,0.4117
